ts_code,period,dcf_equity_value_ttm,dcf_equity_value_ttm_growth_r,total_mv,symbol,name,area,industry,market,list_date,list_status
000002.SZ,2002Q4,,,,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2003Q4,,,,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2004Q4,,,,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2005Q4,,,,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2006Q4,,,,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2007Q4,,,,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2008Q4,,,,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2009Q4,,,,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2010Q4,,,,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2011Q4,,,,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2012Q4,,,,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2013Q4,,,,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2014Q1,,,8911109.8555,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2014Q2,,,9109426.8485,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2014Q3,,,10111794.8952,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2014Q4,1089903760922.2039,1089903760922.2039,15310887.6954,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2015Q1,811459790964.9137,811459790964.9137,15265084.9431,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2015Q2,819111403020.3867,819111403020.3867,16040596.2552,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2015Q3,492118886634.73224,492118886634.73224,14065292.0909,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2015Q4,375479891589.0893,375479891589.0893,26996432.575,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2016Q1,487498957769.4646,487498957769.4646,26996432.575,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2016Q2,1249465274085.708,1249465274085.708,26996432.575,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2016Q3,1659365198320.5012,1659365198320.5012,28889460.7866,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2016Q4,993931953633.8385,993931953633.8385,22685457.3621,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2017Q1,1015479980544.2217,1015479980544.2217,22718574.8181,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2017Q2,911964292962.0576,911964292962.0576,27564762.5465,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2017Q3,276872342927.5613,276872342927.5613,28977774.0026,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2017Q4,2185798838407.1235,2185798838407.1235,34287606.1151,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2018Q1,1594412473512.129,1594412473512.129,36749337.0113,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2018Q2,1298790523392.7,1298790523392.7,27156313.9225,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2018Q3,754893475015.4098,754893475015.4098,26825139.3624,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2018Q4,769684498193.9225,769684498193.9225,26295260.0664,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2019Q1,712363615663.9092,712363615663.9092,33912274.9471,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2019Q2,1142391933611.0967,1142391933611.0967,31431259.6858,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2019Q3,1558245834875.8713,1558245834875.8713,29272550.3726,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2019Q4,1062146610530.4797,1282978813266.6917,36370296.1772,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2020Q1,1710228074354.5583,2189599564701.327,28989996.7976,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2020Q2,1467483659576.0703,1795083463895.9937,30368751.9734,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2020Q3,1898864353402.929,2331387295843.1924,32552885.6272,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2020Q4,1234493221555.0295,1392217507201.2974,33342891.4169,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2021Q1,1774033301428.2356,1982736175033.087,34853196.603,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2021Q2,801288673511.5637,852712633775.9817,27661820.3706,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2021Q3,285617846366.20044,278071854688.6227,24773691.9721,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2021Q4,,,22971757.549,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2022Q1,,,22262609.1631,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2022Q2,,,23832035.9188,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2022Q3,,,20737554.9868,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2022Q4,,,21167891.2372,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2023Q1,128470644978.62292,-13412565237.162521,18182401.2338,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2023Q2,,,16726854.6783,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2023Q3,,,15605367.9881,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2023Q4,,,12479522.1067,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2024Q1,,,10737638.5239,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2024Q2,,,8267981.6634,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2024Q3,,,11596649.6058,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2024Q4,,,8661695.0759,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2025Q1,-64696249780.04253,-64696249780.04253,8411150.1771,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2025Q2,-71355914645.43152,-71355914645.43152,7659515.4804,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2025Q3,,,8220258.8255,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2025Q4,,,5547779.904,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2026Q1,,,4760353.0789,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000002.SZ,2026Q2,,,4664907.4032,000002,万科Ａ,深圳,全国地产,主板,19910129,L
000004.SZ,1992Q4,,,,000004,*ST国华,深圳,软件服务,主板,19901201,L
000004.SZ,1993Q4,,,,000004,*ST国华,深圳,软件服务,主板,19901201,L
000004.SZ,1994Q4,,,,000004,*ST国华,深圳,软件服务,主板,19901201,L
000004.SZ,2001Q4,,,,000004,*ST国华,深圳,软件服务,主板,19901201,L
000004.SZ,2002Q4,,,,000004,*ST国华,深圳,软件服务,主板,19901201,L
000004.SZ,2014Q1,,,107238.2255,000004,*ST国华,深圳,软件服务,主板,19901201,L
000004.SZ,2014Q2,,,116559.6374,000004,*ST国华,深圳,软件服务,主板,19901201,L
000004.SZ,2014Q3,,,157204.3524,000004,*ST国华,深圳,软件服务,主板,19901201,L
000004.SZ,2014Q4,,,130751.697,000004,*ST国华,深圳,软件服务,主板,19901201,L
000004.SZ,2015Q1,,,201376.0882,000004,*ST国华,深圳,软件服务,主板,19901201,L
000004.SZ,2015Q2,,,323310.2334,000004,*ST国华,深圳,软件服务,主板,19901201,L
000004.SZ,2015Q3,,,212964.8706,000004,*ST国华,深圳,软件服务,主板,19901201,L
000004.SZ,2015Q4,149766470.66159603,149766470.66159603,385452.9796,000004,*ST国华,深圳,软件服务,主板,19901201,L
000004.SZ,2016Q1,545556194.579784,545556194.579784,309286.1272,000004,*ST国华,深圳,软件服务,主板,19901201,L
000004.SZ,2016Q2,3362742738.5335126,3362742738.5335126,309286.1272,000004,*ST国华,深圳,软件服务,主板,19901201,L
000004.SZ,2016Q3,4099148785.3238,4099148785.3238,314576.6583,000004,*ST国华,深圳,软件服务,主板,19901201,L
000004.SZ,2016Q4,4029436103.9883337,4029436103.9883337,377055.3112,000004,*ST国华,深圳,软件服务,主板,19901201,L
000004.SZ,2017Q1,3742623151.2278457,3742623151.2278457,302316.0624,000004,*ST国华,深圳,软件服务,主板,19901201,L
000004.SZ,2017Q2,1059638432.2257677,1059638432.2257677,215400.1945,000004,*ST国华,深圳,软件服务,主板,19901201,L
000004.SZ,2017Q3,563641706.5826867,563641706.5826867,202131.8784,000004,*ST国华,深圳,软件服务,主板,19901201,L
000004.SZ,2017Q4,337503559.6887971,337503559.6887971,187939.8188,000004,*ST国华,深圳,软件服务,主板,19901201,L
000004.SZ,2018Q1,876123004.437875,876123004.437875,191886.7229,000004,*ST国华,深圳,软件服务,主板,19901201,L
000004.SZ,2018Q2,646683723.9982896,646683723.9982896,164594.3006,000004,*ST国华,深圳,软件服务,主板,19901201,L
000004.SZ,2018Q3,161755474.15529293,161755474.15529293,133522.9276,000004,*ST国华,深圳,软件服务,主板,19901201,L
000004.SZ,2018Q4,,,134614.6245,000004,*ST国华,深圳,软件服务,主板,19901201,L
000004.SZ,2019Q1,,,181977.4742,000004,*ST国华,深圳,软件服务,主板,19901201,L
000004.SZ,2019Q2,,,178198.5234,000004,*ST国华,深圳,软件服务,主板,19901201,L
000004.SZ,2019Q3,,,157876.1659,000004,*ST国华,深圳,软件服务,主板,19901201,L
000004.SZ,2019Q4,,,189703.3292,000004,*ST国华,深圳,软件服务,主板,19901201,L
000004.SZ,2020Q1,,,503575.5589,000004,*ST国华,深圳,软件服务,主板,19901201,L
000004.SZ,2020Q2,,,492517.033,000004,*ST国华,深圳,软件服务,主板,19901201,L
000004.SZ,2020Q3,,,381106.5111,000004,*ST国华,深圳,软件服务,主板,19901201,L
000004.SZ,2020Q4,,,341658.9338,000004,*ST国华,深圳,软件服务,主板,19901201,L
000004.SZ,2021Q1,,,282074.9361,000004,*ST国华,深圳,软件服务,主板,19901201,L
000004.SZ,2021Q2,,,306337.672,000004,*ST国华,深圳,软件服务,主板,19901201,L
