book,chapter,paragraph,title,startVerseNo,endVerseNo
rev,19,1,"Threefold Hallelujah Over Babylon’s Fall",1,1
rev,19,2,"Threefold Hallelujah Over Babylon’s Fall",1,2
rev,19,3,"Threefold Hallelujah Over Babylon’s Fall",3,3
rev,19,4,"Threefold Hallelujah Over Babylon’s Fall",3,3
rev,19,5,"Threefold Hallelujah Over Babylon’s Fall",4,4
rev,19,6,"Threefold Hallelujah Over Babylon’s Fall",4,4
rev,19,7,"Threefold Hallelujah Over Babylon’s Fall",5,5
rev,19,8,"Threefold Hallelujah Over Babylon’s Fall",5,5
rev,19,9,"Threefold Hallelujah Over Babylon’s Fall",6,6
rev,19,10,"Threefold Hallelujah Over Babylon’s Fall",6,8
rev,19,11,"Threefold Hallelujah Over Babylon’s Fall",8,8
rev,19,12,"Threefold Hallelujah Over Babylon’s Fall",9,9
rev,19,13,"Threefold Hallelujah Over Babylon’s Fall",10,10
rev,19,14,"The Heavenly Warrior Defeats the Beast",11,16
rev,19,15,"The Heavenly Warrior Defeats the Beast",17,18
rev,19,16,"The Heavenly Warrior Defeats the Beast",19,21
rev,20,1,"The Thousand Years",1,3
rev,20,2,"The Thousand Years",4,6
rev,20,3,"The Judgment of Satan",7,10
rev,20,4,"The Judgment of the Dead",11,15
rev,21,1,"A New Heaven and a New Earth",1,4
rev,21,2,"A New Heaven and a New Earth",5,5
rev,21,3,"A New Heaven and a New Earth",6,8
rev,21,4,"The New Jerusalem, the Bride of the Lamb",9,14
rev,21,5,"The New Jerusalem, the Bride of the Lamb",15,21
rev,21,6,"The New Jerusalem, the Bride of the Lamb",22,27
rev,22,1,"Eden Restored",1,5
rev,22,2,"John and the Angel",6,6
rev,22,3,"John and the Angel",7,7
rev,22,4,"John and the Angel",8,9
rev,22,5,"John and the Angel",10,11
rev,22,6,"Epilogue: Invitation and Warning",12,13
rev,22,7,"Epilogue: Invitation and Warning",14,15
rev,22,8,"Epilogue: Invitation and Warning",16,16
rev,22,9,"Epilogue: Invitation and Warning",17,17
rev,22,10,"Epilogue: Invitation and Warning",18,19
rev,22,11,"Epilogue: Invitation and Warning",20,20
rev,22,12,"Epilogue: Invitation and Warning",20,20
rev,22,13,"Epilogue: Invitation and Warning",21,21
