book,chapter,paragraph,title,startVerseNo,endVerseNo
2ch,1,1,"所罗门王求智慧",1,1
2ch,1,2,"所罗门王求智慧",2,6
2ch,1,3,"所罗门王求智慧",7,12
2ch,1,4,"所罗门王求智慧",13,13
2ch,1,5,"所罗门王的兵力和财富",14,17
2ch,2,1,"预备建圣殿",1,1
2ch,2,2,"预备建圣殿",2,10
2ch,2,3,"预备建圣殿",11,16
2ch,2,4,"预备建圣殿",17,18
2ch,3,1,"建造圣殿",1,7
2ch,3,2,"建造圣殿",8,14
2ch,3,3,"建造圣殿",15,17
2ch,4,1,"圣殿的器具",1,6
2ch,4,2,"圣殿的器具",7,10
2ch,4,3,"圣殿的器具",11,18
2ch,4,4,"圣殿的器具",19,22
2ch,5,1,"(无小标题)",1,1
2ch,5,2,"运约柜入圣殿",2,10
2ch,5,3,"耶和华的荣耀",11,13
2ch,5,4,"耶和华的荣耀",13,13
2ch,5,5,"耶和华的荣耀",13,14
2ch,6,1,"(无小标题)",1,1
2ch,6,2,"(无小标题)",1,2
2ch,6,3,"所罗门为民众祝福",3,6
2ch,6,4,"所罗门为民众祝福",7,11
2ch,6,5,"所罗门的祷告",12,17
2ch,6,6,"所罗门的祷告",18,21
2ch,6,7,"所罗门的祷告",22,23
2ch,6,8,"所罗门的祷告",24,25
2ch,6,9,"所罗门的祷告",26,27
2ch,6,10,"所罗门的祷告",28,31
2ch,6,11,"所罗门的祷告",32,33
2ch,6,12,"所罗门的祷告",34,35
2ch,6,13,"所罗门的祷告",36,39
2ch,6,14,"所罗门的祷告",40,42
2ch,7,1,"圣殿奉献礼",1,3
2ch,7,2,"圣殿奉献礼",3,3
2ch,7,3,"圣殿奉献礼",4,6
2ch,7,4,"圣殿奉献礼",7,7
2ch,7,5,"圣殿奉献礼",8,10
2ch,7,6,"耶和华向所罗门显现",11,18
2ch,7,7,"耶和华向所罗门显现",19,22
2ch,8,1,"所罗门的功绩",1,2
2ch,8,2,"所罗门的功绩",3,10
2ch,8,3,"所罗门的功绩",11,11
2ch,8,4,"所罗门的功绩",12,13
2ch,8,5,"所罗门的功绩",14,15
2ch,8,6,"所罗门的功绩",16,16
2ch,8,7,"所罗门的功绩",17,18
2ch,9,1,"示巴女王拜访所罗门",1,8
2ch,9,2,"示巴女王拜访所罗门",9,12
2ch,9,3,"所罗门王的财富",13,28
2ch,9,4,"所罗门逝世",29,31
2ch,10,1,"北方支派背叛罗波安",1,5
2ch,10,2,"北方支派背叛罗波安",6,7
2ch,10,3,"北方支派背叛罗波安",8,11
2ch,10,4,"北方支派背叛罗波安",12,15
2ch,10,5,"北方支派背叛罗波安",16,16
2ch,10,6,"北方支派背叛罗波安",16,16
2ch,10,7,"北方支派背叛罗波安",16,19
2ch,11,1,"耶和华禁止他们交战",1,4
2ch,11,2,"罗波安加强防御",5,12
2ch,11,3,"祭司和利未人投奔犹大",13,17
2ch,11,4,"罗波安的家室",18,23
2ch,12,1,"埃及侵犯犹大",1,4
2ch,12,2,"埃及侵犯犹大",5,8
2ch,12,3,"埃及侵犯犹大",9,12
2ch,12,4,"罗波安逝世",13,14
2ch,12,5,"罗波安逝世",15,16
2ch,13,1,"亚比雅与耶罗波安争战",1,3
2ch,13,2,"亚比雅与耶罗波安争战",4,7
2ch,13,3,"亚比雅与耶罗波安争战",8,9
2ch,13,4,"亚比雅与耶罗波安争战",10,12
2ch,13,5,"亚比雅与耶罗波安争战",13,18
2ch,13,6,"亚比雅与耶罗波安争战",19,22
2ch,14,1,"亚撒王击败古实人",1,8
2ch,14,2,"亚撒王击败古实人",9,11
2ch,14,3,"亚撒王击败古实人",12,15
2ch,15,1,"亚撒的改革",1,7
2ch,15,2,"亚撒的改革",8,8
2ch,15,3,"亚撒的改革",9,15
2ch,15,4,"亚撒的改革",16,18
2ch,15,5,"亚撒的改革",19,19
2ch,16,1,"犹大与以色列争战",1,6
2ch,16,2,"哈拿尼先见",7,10
2ch,16,3,"亚撒逝世",11,14
2ch,17,1,"犹大王约沙法",1,6
2ch,17,2,"犹大王约沙法",7,11
2ch,17,3,"犹大王约沙法",12,14
2ch,17,4,"犹大王约沙法",14,19
2ch,18,1,"米该雅先知警告亚哈",1,4
2ch,18,2,"米该雅先知警告亚哈",5,8
2ch,18,3,"米该雅先知警告亚哈",9,11
2ch,18,4,"米该雅先知警告亚哈",12,16
2ch,18,5,"米该雅先知警告亚哈",17,22
2ch,18,6,"米该雅先知警告亚哈",23,27
2ch,18,7,"亚哈之死",28,34
2ch,19,1,"先知责备约沙法",1,3
2ch,19,2,"约沙法的改革",4,7
2ch,19,3,"约沙法的改革",8,11
2ch,20,1,"约沙法祷告退敌",1,4
2ch,20,2,"约沙法祷告退敌",5,9
2ch,20,3,"约沙法祷告退敌",10,12
2ch,20,4,"约沙法祷告退敌",13,17
2ch,20,5,"约沙法祷告退敌",18,21
2ch,20,6,"约沙法祷告退敌",22,23
2ch,20,7,"约沙法祷告退敌",24,26
2ch,20,8,"约沙法祷告退敌",27,30
2ch,20,9,"约沙法逝世",31,33
2ch,20,10,"约沙法逝世",34,34
2ch,20,11,"约沙法逝世",35,37
2ch,21,1,"(无小标题)",1,1
2ch,21,2,"犹大王约兰",2,7
2ch,21,3,"犹大王约兰",8,11
2ch,21,4,"犹大王约兰",12,15
2ch,21,5,"犹大王约兰",16,17
2ch,21,6,"犹大王约兰",18,20
2ch,22,1,"犹大王亚哈谢",1,6
2ch,22,2,"犹大王亚哈谢",7,9
2ch,22,3,"亚她利雅篡权",10,12
2ch,23,1,"耶何耶大立约阿施为犹大王",1,7
2ch,23,2,"耶何耶大立约阿施为犹大王",8,11
2ch,23,3,"亚她利雅被处死",12,15
2ch,23,4,"耶何耶大的改革",16,21
2ch,24,1,"犹大王约阿施",1,3
2ch,24,2,"犹大王约阿施",4,7
2ch,24,3,"犹大王约阿施",8,14
2ch,24,4,"耶何耶大的政策被废弃",15,16
2ch,24,5,"耶何耶大的政策被废弃",17,19
2ch,24,6,"耶何耶大的政策被废弃",20,22
2ch,24,7,"约阿施被杀",23,24
2ch,24,8,"约阿施被杀",25,27
2ch,25,1,"犹大王亚玛谢",1,4
2ch,25,2,"与西珥人交战",5,10
