book,chapter,paragraph,title,startVerseNo,endVerseNo
1sa,1,1,"撒母耳的出生",1,2
1sa,1,2,"撒母耳的出生",3,8
1sa,1,3,"撒母耳的出生",9,18
1sa,1,4,"撒母耳的出生",19,20
1sa,1,5,"撒母耳的出生",21,28
1sa,1,6,"撒母耳的出生",28,28
1sa,2,1,"哈娜的祷告",1,1
1sa,2,2,"哈娜的祷告",1,1
1sa,2,3,"哈娜的祷告",2,10
1sa,2,4,"哈娜的祷告",11,11
1sa,2,5,"以利的恶子",12,17
1sa,2,6,"以利的恶子",18,21
1sa,2,7,"以利的恶子",22,25
1sa,2,8,"以利的恶子",26,26
1sa,2,9,"预言以利家的遭祸",27,29
1sa,2,10,"预言以利家的遭祸",30,36
1sa,3,1,"主呼召撒母耳",1,14
1sa,3,2,"主呼召撒母耳",15,17
1sa,3,3,"主呼召撒母耳",18,21
1sa,4,1,"约柜被掳",1,3
1sa,4,2,"约柜被掳",4,9
1sa,4,3,"约柜被掳",10,11
1sa,4,4,"以利之死",12,18
1sa,4,5,"以利之死",19,22
1sa,5,1,"约柜在非利士人手中",1,12
1sa,6,1,"约柜回归以色列",1,9
1sa,6,2,"约柜回归以色列",10,12
1sa,6,3,"约柜回归以色列",13,21
1sa,7,1,"(无小标题)",1,1
1sa,7,2,"撒母耳征服非利士人",2,4
1sa,7,3,"撒母耳征服非利士人",5,11
1sa,7,4,"撒母耳征服非利士人",12,12
1sa,7,5,"撒母耳征服非利士人",13,14
1sa,7,6,"撒母耳征服非利士人",15,17
1sa,8,1,"以色列人要求立王",1,3
1sa,8,2,"以色列人要求立王",4,9
1sa,8,3,"以色列人要求立王",10,18
1sa,8,4,"以色列人要求立王",19,22
1sa,9,1,"扫罗寻驴",1,4
1sa,9,2,"扫罗寻驴",5,14
1sa,9,3,"扫罗寻驴",15,16
1sa,9,4,"扫罗寻驴",17,21
1sa,9,5,"扫罗寻驴",22,27
1sa,10,1,"立扫罗为王",1,8
1sa,10,2,"立扫罗为王",9,13
1sa,10,3,"立扫罗为王",14,16
1sa,10,4,"立扫罗为王",17,19
1sa,10,5,"立扫罗为王",20,24
1sa,10,6,"立扫罗为王",25,27
1sa,11,1,"扫罗打败亚扪人",1,11
1sa,11,2,"扫罗打败亚扪人",12,15
1sa,12,1,"撒母耳的临别警戒",1,5
