book,chapter,paragraph,title,startVerseNo,endVerseNo
2ki,1,1,"The Lord’s Judgment on Ahaziah",1,2
2ki,1,2,"The Lord’s Judgment on Ahaziah",3,4
2ki,1,3,"The Lord’s Judgment on Ahaziah",5,5
2ki,1,4,"The Lord’s Judgment on Ahaziah",6,6
2ki,1,5,"The Lord’s Judgment on Ahaziah",7,7
2ki,1,6,"The Lord’s Judgment on Ahaziah",8,8
2ki,1,7,"The Lord’s Judgment on Ahaziah",8,8
2ki,1,8,"The Lord’s Judgment on Ahaziah",9,9
2ki,1,9,"The Lord’s Judgment on Ahaziah",10,10
2ki,1,10,"The Lord’s Judgment on Ahaziah",11,11
2ki,1,11,"The Lord’s Judgment on Ahaziah",12,12
2ki,1,12,"The Lord’s Judgment on Ahaziah",13,14
2ki,1,13,"The Lord’s Judgment on Ahaziah",15,15
2ki,1,14,"The Lord’s Judgment on Ahaziah",16,17
2ki,1,15,"The Lord’s Judgment on Ahaziah",17,18
2ki,2,1,"Elijah Taken Up to Heaven",1,2
2ki,2,2,"Elijah Taken Up to Heaven",2,2
2ki,2,3,"Elijah Taken Up to Heaven",3,3
2ki,2,4,"Elijah Taken Up to Heaven",3,3
2ki,2,5,"Elijah Taken Up to Heaven",4,4
2ki,2,6,"Elijah Taken Up to Heaven",4,4
2ki,2,7,"Elijah Taken Up to Heaven",5,5
2ki,2,8,"Elijah Taken Up to Heaven",5,5
2ki,2,9,"Elijah Taken Up to Heaven",6,6
2ki,2,10,"Elijah Taken Up to Heaven",6,6
2ki,2,11,"Elijah Taken Up to Heaven",7,8
2ki,2,12,"Elijah Taken Up to Heaven",9,9
2ki,2,13,"Elijah Taken Up to Heaven",9,9
2ki,2,14,"Elijah Taken Up to Heaven",10,10
2ki,2,15,"Elijah Taken Up to Heaven",11,12
2ki,2,16,"Elijah Taken Up to Heaven",13,14
2ki,2,17,"Elijah Taken Up to Heaven",15,16
2ki,2,18,"Elijah Taken Up to Heaven",16,16
2ki,2,19,"Elijah Taken Up to Heaven",17,18
2ki,2,20,"Healing of the Water",19,19
2ki,2,21,"Healing of the Water",20,20
2ki,2,22,"Healing of the Water",21,22
2ki,2,23,"Elisha Is Jeered",23,25
2ki,3,1,"Moab Revolts",1,3
2ki,3,2,"Moab Revolts",4,7
2ki,3,3,"Moab Revolts",7,7
2ki,3,4,"Moab Revolts",8,8
2ki,3,5,"Moab Revolts",8,8
2ki,3,6,"Moab Revolts",9,9
2ki,3,7,"Moab Revolts",10,10
2ki,3,8,"Moab Revolts",11,11
2ki,3,9,"Moab Revolts",11,11
2ki,3,10,"Moab Revolts",12,12
2ki,3,11,"Moab Revolts",13,13
2ki,3,12,"Moab Revolts",13,13
2ki,3,13,"Moab Revolts",14,15
2ki,3,14,"Moab Revolts",15,19
2ki,3,15,"Moab Revolts",20,20
2ki,3,16,"Moab Revolts",21,23
2ki,3,17,"Moab Revolts",24,25
2ki,3,18,"Moab Revolts",26,27
2ki,4,1,"The Widow’s Olive Oil",1,1
2ki,4,2,"The Widow’s Olive Oil",2,2
2ki,4,3,"The Widow’s Olive Oil",2,2
2ki,4,4,"The Widow’s Olive Oil",3,4
2ki,4,5,"The Widow’s Olive Oil",5,6
2ki,4,6,"The Widow’s Olive Oil",6,6
2ki,4,7,"The Widow’s Olive Oil",7,7
2ki,4,8,"The Shunammite’s Son Restored to Life",8,10
2ki,4,9,"The Shunammite’s Son Restored to Life",11,13
2ki,4,10,"The Shunammite’s Son Restored to Life",13,13
2ki,4,11,"The Shunammite’s Son Restored to Life",14,14
2ki,4,12,"The Shunammite’s Son Restored to Life",14,14
2ki,4,13,"The Shunammite’s Son Restored to Life",15,16
2ki,4,14,"The Shunammite’s Son Restored to Life",16,16
2ki,4,15,"The Shunammite’s Son Restored to Life",17,17
2ki,4,16,"The Shunammite’s Son Restored to Life",18,19
2ki,4,17,"The Shunammite’s Son Restored to Life",19,21
2ki,4,18,"The Shunammite’s Son Restored to Life",22,22
2ki,4,19,"The Shunammite’s Son Restored to Life",23,23
2ki,4,20,"The Shunammite’s Son Restored to Life",23,23
2ki,4,21,"The Shunammite’s Son Restored to Life",24,25
2ki,4,22,"The Shunammite’s Son Restored to Life",25,26
2ki,4,23,"The Shunammite’s Son Restored to Life",26,26
2ki,4,24,"The Shunammite’s Son Restored to Life",27,27
2ki,4,25,"The Shunammite’s Son Restored to Life",28,28
2ki,4,26,"The Shunammite’s Son Restored to Life",29,29
2ki,4,27,"The Shunammite’s Son Restored to Life",30,30
2ki,4,28,"The Shunammite’s Son Restored to Life",31,31
2ki,4,29,"The Shunammite’s Son Restored to Life",32,35
2ki,4,30,"The Shunammite’s Son Restored to Life",36,37
2ki,4,31,"Death in the Pot",38,38
2ki,4,32,"Death in the Pot",39,40
2ki,4,33,"Death in the Pot",41,41
2ki,4,34,"Feeding of a Hundred",42,42
2ki,4,35,"Feeding of a Hundred",43,43
2ki,4,36,"Feeding of a Hundred",43,44
2ki,5,1,"Naaman Healed of Leprosy",1,1
2ki,5,2,"Naaman Healed of Leprosy",2,3
2ki,5,3,"Naaman Healed of Leprosy",4,6
2ki,5,4,"Naaman Healed of Leprosy",7,7
2ki,5,5,"Naaman Healed of Leprosy",8,10
2ki,5,6,"Naaman Healed of Leprosy",11,12
2ki,5,7,"Naaman Healed of Leprosy",13,14
2ki,5,8,"Naaman Healed of Leprosy",15,15
2ki,5,9,"Naaman Healed of Leprosy",16,16
2ki,5,10,"Naaman Healed of Leprosy",17,18
2ki,5,11,"Naaman Healed of Leprosy",19,19
2ki,5,12,"Naaman Healed of Leprosy",19,20
2ki,5,13,"Naaman Healed of Leprosy",21,21
2ki,5,14,"Naaman Healed of Leprosy",22,22
2ki,5,15,"Naaman Healed of Leprosy",23,24
2ki,5,16,"Naaman Healed of Leprosy",25,25
2ki,5,17,"Naaman Healed of Leprosy",25,25
2ki,5,18,"Naaman Healed of Leprosy",26,27
2ki,6,1,"An Axhead Floats",1,2
2ki,6,2,"An Axhead Floats",2,2
2ki,6,3,"An Axhead Floats",3,3
2ki,6,4,"An Axhead Floats",3,4
2ki,6,5,"An Axhead Floats",4,5
2ki,6,6,"An Axhead Floats",6,7
2ki,6,7,"Elisha Traps Blinded Arameans",8,8
2ki,6,8,"Elisha Traps Blinded Arameans",9,10
2ki,6,9,"Elisha Traps Blinded Arameans",11,11
2ki,6,10,"Elisha Traps Blinded Arameans",12,12
2ki,6,11,"Elisha Traps Blinded Arameans",13,14
2ki,6,12,"Elisha Traps Blinded Arameans",15,15
2ki,6,13,"Elisha Traps Blinded Arameans",16,16
2ki,6,14,"Elisha Traps Blinded Arameans",17,17
2ki,6,15,"Elisha Traps Blinded Arameans",18,18
2ki,6,16,"Elisha Traps Blinded Arameans",19,19
2ki,6,17,"Elisha Traps Blinded Arameans",20,20
2ki,6,18,"Elisha Traps Blinded Arameans",21,21
2ki,6,19,"Elisha Traps Blinded Arameans",22,23
2ki,6,20,"Famine in Besieged Samaria",24,25
2ki,6,21,"Famine in Besieged Samaria",26,26
2ki,6,22,"Famine in Besieged Samaria",27,28
2ki,6,23,"Famine in Besieged Samaria",28,29
2ki,6,24,"Famine in Besieged Samaria",30,31
2ki,6,25,"Famine in Besieged Samaria",32,33
2ki,6,26,"Famine in Besieged Samaria",33,33
2ki,7,1,"(无小标题)",1,1
2ki,7,2,"(无小标题)",2,2
2ki,7,3,"(无小标题)",2,2
2ki,7,4,"The Siege Lifted",3,4
2ki,7,5,"The Siege Lifted",5,7
2ki,7,6,"The Siege Lifted",8,8
2ki,7,7,"The Siege Lifted",9,9
2ki,7,8,"The Siege Lifted",10,11
2ki,7,9,"The Siege Lifted",12,12
2ki,7,10,"The Siege Lifted",13,13
2ki,7,11,"The Siege Lifted",14,16
2ki,7,12,"The Siege Lifted",17,18
2ki,7,13,"The Siege Lifted",19,20
2ki,8,1,"The Shunammite’s Land Restored",1,2
2ki,8,2,"The Shunammite’s Land Restored",3,5
2ki,8,3,"The Shunammite’s Land Restored",5,6
2ki,8,4,"The Shunammite’s Land Restored",6,6
2ki,8,5,"Hazael Murders Ben-Hadad",7,8
